,Unnamed: 0,Nome da rede,Link veja,Critico,texto
99,,Mondo Gastronômico,https://vejasp.abril.com.br/estabelecimento/mondo/,Resenha por Arnaldo Lorençato,"Mesmo com a saída do chef italiano Salvatore Loi, em julho do ano passado, e sem as quatro estrelas de um passado recente, a casa consegue manter um bom padrão de qualidade das receitas. Nota-se esse esmero em pedidas como a polenta cremosa com ragu de linguiça artesanal e queijo mandala gratinado (R$ 42,00) e a tagliata de filé-mignon marinado, que recebe a companhia de fettuccine feito na casa, cozido al dente e banhado na manteiga e sálvia (R$ 122,00). A torta de maçã (R$ 32,00), que chega morninha e com sorvete de canela, poderia ter um pouco menos de farofa doce por cima. Conselho muito útil: fazer reserva ou chegar bem cedo. O ruidoso salão costuma lotar em todos os horários."
100,,Murakami,https://vejasp.abril.com.br/estabelecimento/murakami/,Resenha por Arnaldo Lorençato,"Nada melhor do que ser dono do próprio espaço para fazer uma cozinha autoral e que muda a cada noite. Foi o que Tsuyoshi Murakami aprendeu depois de trabalhar no Kinoshita, da Liberdade, casa de seu sogro, e também na versão sofisticada que o mesmo restaurante ganhou na Vila Nova Conceição e teve o chef como comandante por nove anos, até 2017. Neste endereço dos Jardins, Mura tem como sócios a esposa, Suzana, e o filho, Jun. Se der sorte, vai encontrar na degustação (R$ 400,00, seis etapas) um cardápio que começa com um espetacular lagostim ao yuzu com um toque de shoyu da casa. Receita-raiz de sabor muito acentuado, o atum akami marinado no missô com ameixa asiática umê, baby alcaparras e azeite Olibi ficaria melhor sem o excesso de ovas de salmão. Refresca o palato o duo de ostra de Cananeia e o mexilhão de pedra ao molho cítrico ponzu. Com um fabuloso molho de missô, o atum mebachi vem com foie gras. De prato principal, nada de sushi, mas um corte de wagyu e alcachofra ao tonkatsu da casa. Doce dos bons feito por Suzana, o mochi (goma de arroz) recebe recheio de chocolate belga e ganha sorvete de matchá. Só atende por reserva."
101,,Naia Restaurante,https://vejasp.abril.com.br/estabelecimento/naia/,Resenha por Arnaldo Lorençato,"O chef Tuca Mezzomo, também do Charco, abriu em junho esta casa dedicada aos pescados. Parte dos pratos é preparada com frutos do mar que chegam vivos e vão direto para um aquário de água salgada. Servida numa carapaça, a salada de caranguejo ao estilo de um salpicão (R$ 46,00) leva aïoli, ovas de salmão, dill, limão e erva-doce. Os mexilhões graúdos, em porção com seis unidades (R$ 34,00), são acompanhados de vinagrete. Pena que vez outra venham carregados no sal. Banhada por um marcante molho de algas que mimetiza um rôti, a couve-flor vem salpicada de bottarga ralada (R$ 32,00). O peixe grelhado inteiro, que pode ser o carapau (R$ 99,00), tem a parceria de chibé, farinha-d’água aqui hidratada com água de coco e temperada com limão, cebola- roxa, tomate e salsa. Sócio do Guarita, o bartender Jean Ponce assina bons drinques, como o ótimo naia (gim, manzanilla, maracujá, água de salsinha e espuma de tônica, limão e sal na cobertura que imita a espuma do mar; R$ 38,00)."
102,,NB Steak,https://vejasp.abril.com.br/estabelecimento/nb-steak/,Resenha por Arnaldo Lorençato,"É um rodízio de carnes (R$ 177,00) do futuro, adaptado aos novos tempos, na visão do empresário gaúcho Arri Coser, que fez da rede Fogo de Chão, vendida há uma década a uma gestora de investimento, um sucesso. A primeira coisa que o visionário restaurateur aboliu foi o bufê de frios e antepastos, isso bem antes da pandemia. As saladas são solicitadas à la carte, entre elas a primavera, combinação de folha e tomatinhos ao vinagrete com balsâmico. Também chega à mesa um pão de queijo dos bons. Pena que os bolinhos de peito bovino podem eventualmente aparecer frios, enquanto o caldinho de feijão ardidinho é servido como deve: pelando. O sortido de linguiças toscana, defumada, picante e morcilla agrada pela qualidade. Os cortes são saboreados ao lado de um trio de acompanhamentos: placa de mandioca, polenta e farofa. Há pedidas como os excelentes filé de cordeiro e o brisket defumado, o black beef (novo nome dado à alcatra), a costela premium, o nb steak (uma maravilha extraída do dianteiro) e a picanha. Por vezes, ficam devendo o ancho mais firme, a fraldinha, que às vezes chega bem passada, e a porchetta, que poderia permanecer mais tempo na grelha e vir com menos gordura. Imbatível na sobremesa, o sedoso pudim de leite (R$ 22,00) continua a ser uma maravilha. "
103,,Nelita,https://vejasp.abril.com.br/estabelecimento/nelita/,Resenha por Arnaldo Lorençato,"Nos jantares de terça a sábado e nos almoços de fim de semana, Tássia Magalhães se coloca na cozinha aberta do Nelita. Junto da equipe, vai elaborando os pedidos. Para quem é fã absoluto de gastronomia, o melhor lugar para ver a chef e sua turma feminina trabalhando de uma forma harmoniosa é o balcão. Que espetáculo. O repertório inclui receitas clássicas e outras de criação da titular. O pappardelle ao molho de tomate e pedaços de polvo recebe gordura da bochecha de porco para dar uma deliciosa untuosidade. Na finalização, ganha a adição de creme de espinafre e um tentáculo do molusco perfeitamente chapeado (R$ 89,00). Numa linha mais tradicional, o cordeiro desfiado ao molho da própria carne chega ladeado por aligot, o purê de queijos (R$ 99,00). Antes, o crocante de arroz com couve cavolo nero vem colorido por lagostim e ovas de salmão (R$ 52,00, quatro unidades) e forma uma entusiasmante comissão de frente. Um biscoitinho recheado de panacota, gel de cajá e de maçã verde (R$ 29,00) tem uma formidável combinação de sabores."
104,,Nit,https://vejasp.abril.com.br/estabelecimento/nit/,Resenha por Saulo Yassuda,"Os fãs do bar-restaurante do chef catalão Oscar Bosch ficaram inconsoláveis. Com funcionamento noturno muito restrito durante parte da quarentena, o Nit entrou em hibernação por catorze meses — seu imóvel era usado pelo Tanit, o restaurante vizinho dos mesmos sócios. Felizmente, o bar está de volta. Na varanda ou no salão estreito, onde a música alcança altos decibéis, assim como o burburinho do público, encontram-se ótimas opções para petiscar. É o caso das croquetas de jamón com frango (R$ 17,00 a dupla), cremosas e enfeitadas com conserva e maionese de mostarda e raspas de limão-siciliano. O chef também põe em prática outras influências culinárias. Um exemplo é a costelinha de porco com toque chinês (R$ 64,00, duas ripas), glaceada com um molho espesso e adocicado de alho negro ao aroma de trufa — ingrediente que Bosch teima em usar em alguns pratos —, salpicada de gergelim. Em um ponto perfeito, o filé de peixe assado, que pode ser a pescada-amarela, tem pele deliciosamente crocante e é guarnecido de tomatinho, acelga bok choy e fregola, massa da Sardenha na forma de bolinha com linguiça (R$ 95,00). Peça o chope Estrella Galicia (R$ 16,00, 300 mililitros) para lembrar dos botequins da Espanha ou o bom drinque grape my fruit (R$ 38,00), de pisco com infusão de cumaru, xarope de grapefruit, sucos cítricos e Aperol com espuma de gengibre."
105,,Bar Original,https://vejasp.abril.com.br/estabelecimento/original/,Resenha por Saulo Yassuda,"Pode parecer batido, mas o ambiente de piso de ladrilho hidráulico, paredes azulejadas e caricaturas espalhadas pelo salão não era tão comum assim quando o bar abriu, 25 anos atrás. Serviu de inspiração para tantos outros endereços paulistanos. Desde o aniversário da casa, está em cartaz um cardápio de pedidas como o canapé feito com torresmo, molho barbecue e pimenta-biquinho (R$ 49,00 a porção). Atração mordiscável mais antiga, o croquete original (R$ 37,00, seis unidades) é feito de salaminho e queijo brie. Esses petiscos são ótimos acompanhamentos para o chope Brahma (R$ 9,90), levíssimo, com o obrigatório e uniforme colarinho cremoso, tirado da mesma forma que nas outras casas do grupo, como Bráz, Astor e Pirajá. No piso superior, o bar Câmara Fria tem mais opções da bebida."
106,,Paca Polaca,https://vejasp.abril.com.br/estabelecimento/paca-polaca/,Resenha por Gabrielli Menezes,"Mais da metade dos 120 metros quadrados da Paca Polaca fica reservada para a cozinha. O motivo é que grande parte das comidinhas é produzida no estabelecimento, pela proprietária Clarice Reichstul, que faz quase tudo para levar. A cozinheira oferece receitas de tempero judaico como a sopa de beterraba caramelada (R$ 25,00, 500 mililitros) e os vareniques (R$ 140,00 o quilo), massa na forma de um ravióli recheado de batata e cebola caramelada por oito horas, típicos da Europa Central. As porções vão embaladas a vácuo e precisam ser cozidas. Para comer lá mesmo, há o bagel com pastrami, repolho-roxo, picles de cenoura e maionese de raiz-forte (R$ 30,00). A carne curada também pode vir com ovos mexidos (R$ 24,00). Pelas prateleiras, encontram-­se ainda picles de beterraba (R$ 20,00, 310 gramas) e o chamado socorro, um tempero pronto caseiro (R$ 15,00, 240 gramas)."
107,,Pantcho's House,https://vejasp.abril.com.br/estabelecimento/pantchos-house-burger/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"Um ponto de parada certeiro no Grajaú para saborear bons sanduíches, a Pantcho’s House Burger funciona no local atual desde novembro de 2017. Tem ambiente descolado, decorado com uma memorabilia que reúne capas de discos e cartazes de filme nas paredes, além de itens como um antiga TV da era preto e branco, um telefone de disco e um velho baleiro. O autor das receitas é o proprietário Ricardo Vieira, o Pantcho, um ex-estudante de geografia da USP, que trocou a sala de aula de pela vida de chapeiro. Uma de suas melhores criações é o jack ribs (R$ 39,00), um hambúrguer de 160 gramas no pão com gergelim sobre o qual se assenta uma peça de 100 gramas de costela defumada mais queijo cheddar americano e molho barbecue com um toque de uísque. Além dessa unidade, conta ainda com uma filial num contêiner que fica numa praça de alimentação da Vila Olímpia."
108,,Pão com Carne,https://vejasp.abril.com.br/estabelecimento/pao-com-carne/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"O nome já revela a especialidade da casa: o hambúrguer. No último ano, o proprietário Pedro Valsas dobrou o tamanho da pequena lanchonete e mudou o esquema de funcionamento. Os clientes fazem os pedidos num caixa virado para a rua antes de se acomodarem no salão de banquetas altas e bancadas de madeira. O menu é composto apenas de pedidas mais básicas, garantindo a qualidade combinada a bons preços. O double fake smash (R$ 26,00), uma brincadeira com os hambúrgueres fininhos prensados na chapa que dominaram a cidade, combina dois discos de carne de 90 gramas, queijo cheddar cremoso, cebola em cubinhos, alface-romana em fios e molho da casa no pão. Opção mais parruda, o especial (R$ 31,00) une hambúrguer vermelhinho com aroma de brasa, bacon, cebola-roxa, picles de pepino, queijo americano e maionese de páprica. Apresentados em bandejas de plástico, os sandubas podem acompanhar fritas sequinhas (R$ 14,00), em porção individual bem servida. Para beber, o refresco da casa mistura chá concentrado de hibisco, maracujá e limão (R$ 10,00)."
109,,Bistrot Parigi,https://vejasp.abril.com.br/estabelecimento/parigi-bistrot/,Resenha por Arnaldo Lorençato,"Continua um dos melhores de sua categoria o endereço francês do Grupo Fasano instalado no Shopping Cidade Jardim e detentor de dois prêmios de VEJA SÃO PAULO COMER & BEBER em 2020: melhor restaurante francês e o título de chef do ano para Vanessa Silva. Oscilou um pouco e segue agora na terceira posição. Uma refeição no jardim da entrada do restaurante pode ter o ovo perfeito cozido em baixa temperatura com creme de foie gras e cogumelos (R$ 97,00), que, infelizmente, ganha vez ou outra um toque extra de sal. A substanciosa paleta de cordeiro confit, que poderia chegar mais quente, vem com deliciosas lentilhas de puy com cogumelos. Custa R$ 189,00. Para o arremate, a caprichada pera cozida em açafrão, e por isso, aromática e amarelinha, é fatiada e assentada em zabaione de champanhe com sorvete de baunilha (R$ 53,00)."
110,,Pato Rei,https://vejasp.abril.com.br/estabelecimento/pato-rei/,Resenha por Gabriela Del'Moro e Saulo Yassuda,"No fim de 2020, a cafeteria saiu da Rua Artur de Azevedo e reabriu na Rua Ferreira de Araújo, também em Pinheiros, onde ganhou uma pequena arquibancada ao ar livre. Em abril, estreou ainda uma segunda unidade, na Avenida Engenheiro Luís Carlos Berrini. Os dois endereços servem bebidas de qualidade feitas com grãos torrados na matriz. Colhido em um copinho de boca larga, o expresso tradicional (R$ 7,00) ganha uma versão chamada de deuso (R$ 14,00), feita com cafés de pequenos lotes selecionados, como o que vem da Fazenda Santa Lúcia, de Três Corações (MG), de uma atraente acidez. Com uma apresentação que lembra o drinque ramos gin fizz, o pato feio (R$ 22,00) é uma deliciosa mistura de café extraído a frio batido com xarope de gengibre e clara de ovo com um toque de água com gás, formando uma densa espuma. A cozinha de inspiração asiática é um bom diferencial. Chamado bulgogi (R$ 27,00), o sanduíche no pão de fôrma dourado leva no recheio churrasco de boi em estilo coreano com queijo cheddar ao lado de picles de maçã verde."
111,,Paul’s Boutique,https://vejasp.abril.com.br/estabelecimento/pauls-boutique/,Resenha por Fernanda Campos Almeida,"Depois de comandar os fornos da rede Bráz Elettrica por quatro anos, Paul Cho decidiu abrir o próprio negócio com um grupo de sócios. É a Paul’s Boutique, inaugurada em fevereiro, com uma proposta diferente do antigo trabalho do pizzaiolo. Em vez de discos individuais à napolitana, a casa assa pizzas maiores, com 45 centímetros de diâmetro, e vende por pedaço. A inspiração são as slice shops de Nova York, metrópole onde Cho passou um mês em 2016 para estagiar na badalada Roberta’s, no Brooklyn. O ambiente bem cuidado tem mesinhas de diferentes tamanhos, nas quais o público se acomoda após fazer o pedido no caixa. Se der sorte, o cliente receberá a fatia recém-assada, mas o comum é escolher o que se quer comer na vitrine e esperar que a pizza já pronta passe rapidinho pelo forno para aquecer, o que deixa a massa de fermentação natural ainda mais firme. São seis coberturas à escolha, entre elas a apetitosa combinação de milho com creme de limão, parmesão, manjericão e pimenta-do-reino (R$ 15,00; R$ 120,00 a inteira, se preferir), num bom contraste de sabores. Amantes de ardor têm grandes chances de curtir a picante (R$ 15,00 e R$ 120,00), com molho de tomate, peperoni, pimenta-jalapeño e mel com malagueta. Aos que não gostam de invenções, a de peperoni e muçarela sobre molho (R$ 14,00 e R$ 110,00) não tem erro, assim como a margherita (R$ 13,00 e R$ 100,00). Quase sempre aparecem versões especiais, como a quadrada de calabresa, cebola e parmesão, finalizada com azeite (R$ 14,00), de massa mais grossinha. Mas é preciso mais atenção. Na visita, não ficou tão quente como deveria. O menu guarda espaço ainda para sorvete do tipo soft com sabor de cereal matinal (R$ 15,00) e, à noite, para coquetéis criados pelo bartender do ano pelo COMER & BEBER 2021, Gabriel Santana. Uma curiosidade: o nome da casa é uma referência a um álbum do grupo nova-iorquino de hip-hop Beastie Boys."
